X,Y,RecId,CrimeId,AgencyId,Block,Street,City,State,Zip,CrimeCode,CrimeDescription,Aggregated Desc
-122.0638007,37.68402579,436566,19020266,ACSO,22500 CENTER ST,22596 CENTER ST,HAYWARD,CA,94541,120,ROBBERY,
-122.0993424,37.68467415,436572,19020274,ACSO,20800 MISSION BL,20800 MISSION BL,HAYWARD,CA,94541,90Z,OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH,
-122.0993424,37.68467415,436572,19020274,ACSO,20800 MISSION BL,20800 MISSION BL,HAYWARD,CA,94541,13B,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,
-122.0993424,37.68467415,436572,19020274,ACSO,20800 MISSION BL,20800 MISSION BL,HAYWARD,CA,94541,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.1061911,37.67760339,436573,19020272,ACSO,200 BLOSSOM WY,239 BLOSSOM WY,HAYWARD,CA,94541,999,DEATH UNATTENDED / ATTENDED,
-122.084215,37.69505111,436575,19020278,ACSO,2800 CASTRO VALLEY BL,2860 CASTRO VALLEY BL,CASTRO VALLEY,CA,94546,90Z,CONTEMPT OF COURT:VIOLATE PROTECTIVE ORDER/ETC,
-122.0967377,37.66814373,436583,19020284,ACSO,200 A ST,218 A ST,HAYWARD,CA,94541,90E,DISORDERLY CONDUCT:ALCOHOL,
-122.0967377,37.66814373,436583,19020284,ACSO,200 A ST,218 A ST,HAYWARD,CA,94541,26C,FALSE IDENTIFICATION TO SPECIFIC PEACE OFFICERS,
-122.1162018,37.69656932,436584,19020282,ACSO,16200 E 14TH ST,16211 E 14TH ST,SAN LEANDRO,CA,,13B,BATTERY W/SERIOUS BODILY INJURY,
-122.1162018,37.69656932,436584,19020282,ACSO,16200 E 14TH ST,16211 E 14TH ST,SAN LEANDRO,CA,,13A,VIOLATE CIVIL RIGHTS BY FORCE OR THREAT OF FORCE,
-122.1017055,37.67086581,436586,19020285,ACSO,100 POPLAR AV,163 POPLAR AV,HAYWARD,CA,94541,90C,DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,
-122.1120146,37.69281385,436591,19020287,ACSO,1200 KENTWOOD LA,1220 KENTWOOD LA,SAN LORENZO,CA,94580,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.1120146,37.69281385,436591,19020287,ACSO,1200 KENTWOOD LA,1220 KENTWOOD LA,SAN LORENZO,CA,94580,90E,DISORDERLY CONDUCT:ALCOHOL,
-122.0748572,37.71251479,436595,19020289,ACSO,18200 MAFFEY DR,18260 MAFFEY DR,CASTRO VALLEY,CA,94546,999,TOW VEH OVERDUE REG,
-122.129203,37.67951836,436598,19020292,ACSO,HACIENDA AV/ HESPERIAN BL,HACIENDA AV/ HESPERIAN BL,SAN LORENZO,CA,94580,999,OUTSIDE WARRANT-MISD,
-122.1262964,37.71325311,436601,19020293,ACSO,2000 ALTAMONT RD,2085 ALTAMONT RD,SAN LEANDRO,CA,94578,35A,USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE,
-122.1262964,37.71325311,436601,19020293,ACSO,2000 ALTAMONT RD,2085 ALTAMONT RD,SAN LEANDRO,CA,94578,90C,DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,
-122.1290838,37.71461161,436602,19020295,ACSO,2000 JOAN DR,2020 JOAN DR,SAN LEANDRO,CA,94578,13A,CRUELTY TO CHILD WITH POSSIBLE INJURY OR DEATH,
-122.1290838,37.71461161,436602,19020295,ACSO,2000 JOAN DR,2020 JOAN DR,SAN LEANDRO,CA,94578,90D,DUI ALCOHOL/DRUGS,
-122.1290838,37.71461161,436602,19020295,ACSO,2000 JOAN DR,2020 JOAN DR,SAN LEANDRO,CA,94578,999,DRIVER UNLICENSED,
-122.1290838,37.71461161,436602,19020295,ACSO,2000 JOAN DR,2020 JOAN DR,SAN LEANDRO,CA,94578,999,BENCH WARRANT/FAILURE TO APPEAR ON MISDEMEANOR CHARGE,
-122.1290838,37.71461161,436602,19020295,ACSO,2000 JOAN DR,2020 JOAN DR,SAN LEANDRO,CA,94578,999,BENCH WARRANT/FAILURE TO APPEAR ON MISDEMEANOR CHARGE,
-122.1064284,37.69312376,436604,19020296,ACSO,1500 168TH AV,1560 168TH AV,SAN LEANDRO,CA,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,
-122.0761476,37.69703251,436605,19020298,ACSO,3500 VILLAGE DR,3501 VILLAGE DR,CASTRO VALLEY,CA,94546,23F,BURGLARY - VEHICLE,
-121.8735478,37.63378873,436606,19020300,ACSO,900 HAPPY VALLEY RD,920 HAPPY VALLEY RD,PLEASANTON,CA,94566,90I,RUNAWAY,
-121.8735478,37.63378873,436607,19020301,ACSO,900 HAPPY VALLEY RD,920 HAPPY VALLEY RD,PLEASANTON,CA,94566,90I,RUNAWAY,
-122.073851,37.69685785,436608,19020302,ACSO,20400 REDWOOD RD,20406 REDWOOD RD,CASTRO VALLEY,CA,94546,90J,TRESPASS:OCCUPY PROPERTY W/O CONSENT,
-122.073851,37.69685785,436608,19020302,ACSO,20400 REDWOOD RD,20406 REDWOOD RD,CASTRO VALLEY,CA,94546,290,VANDALISM LESS THAN $400,
-122.1165769,37.70140154,436609,19020304,ACSO,15900 MARCELLA ST,15995 MARCELLA ST,SAN LEANDRO,CA,94578,999,MISSING PERSON,
-122.0868053,37.69575392,436611,19020303,ACSO,20700 LAKE CHABOT RD,20757 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,120,ROBBERY,
-122.0973509,37.67112564,436612,19020306,ACSO,300 LAUREL AV,371 LAUREL AV,HAYWARD,CA,94541,23F,BURGLARY - VEHICLE,
-122.1181796,37.71654774,436622,19020315,ACSO,2500 FAIRMONT DR,2500 FAIRMONT DR,SAN LEANDRO,CA,94578,90J,TRESPASS:OCCUPY PROPERTY W/O CONSENT,
-122.1064547,37.66925368,436624,19020319,ACSO,21800 HATHAWAY AV,21855 HATHAWAY AV,HAYWARD,CA,94541,220,BURGLARY,
-122.1178535,37.70032203,436628,19020322,ACSO,16000 MATEO ST,16000 MATEO ST,SAN LEANDRO,CA,94578,220,BURGLARY,
-122.1116319,37.70849928,436630,19020313,ACSO,2200 ARLINGTON DR,2275 ARLINGTON DR,SAN LEANDRO,CA,94578,999,OUTSIDE AGENCY ASSIST,
-122.0872729,37.69814592,436640,19020332,ACSO,20100 LAKE CHABOT RD,20103 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,999,72 HOUR MENTAL HEALTH,
-122.110946,37.69692693,436641,19020333,ACSO,1500 164TH AV,1570 164TH AV,SAN LEANDRO,CA,94578,23F,BURGLARY - VEHICLE,
-122.0872729,37.69814592,436647,19020339,ACSO,20100 LAKE CHABOT RD,20103 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,999,72 HOUR MENTAL HEALTH,
-122.1197336,37.70449142,436648,19020337,ACSO,1600 MONO AV,1696 MONO AV,SAN LEANDRO,CA,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,
-122.0785998,37.70455966,436650,19020341,ACSO,19400 SANTA MARIA AV,19400 SANTA MARIA AV,CASTRO VALLEY,CA,94546,999,INCIDENT REPORT,
-122.0952617,37.70206212,436651,19020343,ACSO,19400 STANTON AV,19401 STANTON AV,CASTRO VALLEY,CA,94546,23F,GRAND THEFT - FROM MOTOR VEHICLE,
-122.0740664,37.70680537,436652,19020340,ACSO,19100 REDWOOD RD,19125 REDWOOD RD,CASTRO VALLEY,CA,94546,120,ROBBERY,
-122.0866161,37.72165121,436654,19020344,ACSO,4700 EWING RD,4763 EWING RD,CASTRO VALLEY,CA,94546,26A,OBTAIN MONEY/ETC BY FALSE PRETENSES,
-122.0894506,37.6743956,436660,19020349,ACSO,MEEKLAND AV/ WILLOW AV,MEEKLAND AV/ WILLOW AV,HAYWARD,CA,94541,35A,POSSESS CONTROLLED SUBSTANCE,
-122.1253105,37.68362521,436661,19020331,ACSO,15700 VIA RIVERA,15799 VIA RIVERA,SAN LORENZO,CA,94580,999,ARREST WARRANT - MISD,
-122.1253105,37.68362521,436661,19020331,ACSO,15700 VIA RIVERA,15799 VIA RIVERA,SAN LORENZO,CA,94580,999,OUTSIDE WARRANT-MISD,
-122.0226328,37.71531975,436664,19020350,ACSO,7500 DENISON PL,7549 DENISON PL,CASTRO VALLEY,CA,94552,90Z,CONTEMPT OF COURT:VIOLATE PROTECTIVE ORDER/ETC,
-122.0226328,37.71531975,436664,19020350,ACSO,7500 DENISON PL,7549 DENISON PL,CASTRO VALLEY,CA,94552,13C,THREATEN CRIME W/INTENT TO TERRORIZE,
-122.0226328,37.71531975,436664,19020350,ACSO,7500 DENISON PL,7549 DENISON PL,CASTRO VALLEY,CA,94552,90Z,VIOLATION OF PROBATION MISDEMEANOR,
-122.0226328,37.71531975,436664,19020350,ACSO,7500 DENISON PL,7549 DENISON PL,CASTRO VALLEY,CA,94552,90C,DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,
-122.0868053,37.69575392,436666,19020353,ACSO,20700 LAKE CHABOT RD,20757 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,999,TOW VEH OVERDUE REG,
-122.0894506,37.6743956,436670,19020354,ACSO,W A ST/ ROYAL AV,W A ST/ ROYAL AV,HAYWARD,CA,94541,999,ARREST WARRANT - FEL,
-122.0894506,37.6743956,436670,19020354,ACSO,W A ST/ ROYAL AV,W A ST/ ROYAL AV,HAYWARD,CA,94541,999,ARREST WARRANT - MISD,
-122.0814674,37.69259108,436672,19020358,ACSO,2800 KERR ST,2888 KERR ST,CASTRO VALLEY,CA,94546,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.0814674,37.69259108,436672,19020358,ACSO,2800 KERR ST,2888 KERR ST,CASTRO VALLEY,CA,94546,90Z,POSSESS/ETC BURGLARY TOOLS,
-122.1020554,37.69729456,436673,19020357,ACSO,2000 167TH AV,2093 167TH AV,SAN LEANDRO,CA,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,
-122.1020554,37.69729456,436673,19020357,ACSO,2000 167TH AV,2093 167TH AV,SAN LEANDRO,CA,94578,90Z,VIOLATION OF PROBATION MISDEMEANOR,
-122.0677368,37.69348093,436675,19020359,ACSO,3900 CASTRO VALLEY BL,3913 CASTRO VALLEY BL,CASTRO VALLEY,CA,94546,999,INFORMATIONAL REPORT,
-122.0833829,37.69798594,436676,19020360,ACSO,20200 ANITA AV,20295 ANITA AV,CASTRO VALLEY,CA,94546,90C,DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,
-122.0846209,37.69877442,436678,19020363,ACSO,20100 BUTTERFIELD DR,20134 BUTTERFIELD DR,CASTRO VALLEY,CA,94546,240,TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,
-122.1195521,37.70152123,436682,19020366,ACSO,15800 MATEO ST,15850 MATEO ST,SAN LEANDRO,CA,94578,23F,BURGLARY - VEHICLE,
-122.1503259,37.67204614,436683,19020365,ACSO,15800 VIA HORNITOS,15866 VIA HORNITOS,SAN LORENZO,CA,94580,35A,POSSESS CONTROLLED SUBSTANCE,
-122.1503259,37.67204614,436683,19020365,ACSO,15800 VIA HORNITOS,15866 VIA HORNITOS,SAN LORENZO,CA,94580,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.1229125,37.70766,436685,19020369,ACSO,152ND AV/ FAIRMONT DR,152ND AV/ FAIRMONT DR,SAN LEANDRO,CA,94578,999,TOW VEH OVERDUE REG,
-122.0554147,37.69724618,436686,19020367,ACSO,4600 CROW CANYON PL,4640 CROW CANYON PL,CASTRO VALLEY,CA,94552,35A,POSSESS NARCOTIC CONTROLLED SUBSTANCE,
-121.7623038,37.69964947,436693,19020375,ACSO,3000 LAS POSITAS RD,3000 LAS POSITAS RD,LIVERMORE,CA,94551,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.1379687,37.68087923,436696,19020377,ACSO,15700 LORENZO AV,15701 LORENZO AV,SAN LORENZO,CA,94580,999,LOST PROPERTY,
-122.1230101,37.70987277,436701,19020381,ACSO,15000 FOOTHILL BL,15001 FOOTHILL BL,SAN LEANDRO,CA,94578,999,FOUND PROPERTY,
-122.110573,37.65359306,436703,19020379,ACSO,23900 HESPERIAN BL,23990 HESPERIAN BL,HAYWARD,CA,94541,35A,POSSESS CONTROLLED SUBSTANCE,
-122.110573,37.65359306,436703,19020379,ACSO,23900 HESPERIAN BL,23990 HESPERIAN BL,HAYWARD,CA,94541,35A,POSSESS NARCOTIC CONTROLLED SUBSTANCE,
-122.110573,37.65359306,436703,19020379,ACSO,23900 HESPERIAN BL,23990 HESPERIAN BL,HAYWARD,CA,94541,90Z,VIOLATION OF PROBATION MISDEMEANOR,
-121.8909747,37.71593625,436706,19020372,ACSO,5300 BRODER BL,5320 BRODER BL,DUBLIN,CA,94568,999,SAFETY CELL PLACEMENT,
-122.0511345,37.69573344,436710,19020376,ACSO,4000 E CASTRO VALLEY BL,4015 E CASTRO VALLEY BL,CASTRO VALLEY,CA,94552,999,ARREST WARRANT - FEL,
-122.0511345,37.69573344,436710,19020376,ACSO,4000 E CASTRO VALLEY BL,4015 E CASTRO VALLEY BL,CASTRO VALLEY,CA,94552,999,ARREST WARRANT - MISD,
-122.0511345,37.69573344,436710,19020376,ACSO,4000 E CASTRO VALLEY BL,4015 E CASTRO VALLEY BL,CASTRO VALLEY,CA,94552,35A,POSSESS CONTROLLED SUBSTANCE,
-122.1294406,37.68357971,436711,19020384,ACSO,15800 HESPERIAN BL,15840 HESPERIAN BL,SAN LORENZO,CA,94580,120,ROBBERY,
-122.1004703,37.66826199,436712,19020385,ACSO,22400 MEEKLAND AV,22416 MEEKLAND AV,HAYWARD,CA,94541,240,TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,
-122.0604178,37.70093542,436719,19020391,ACSO,4500 EDWARDS LA,4500 EDWARDS LA,CASTRO VALLEY,CA,94546,23H,THEFT OF PERSONAL PROPERTY,
-122.0736291,37.68482304,436723,19020395,ACSO,22300 REDWOOD RD,22317 REDWOOD RD,CASTRO VALLEY,CA,94546,23F,BURGLARY - VEHICLE,
-122.1047094,37.67812395,436724,19020394,ACSO,400 BLOSSOM WY,494 BLOSSOM WY,HAYWARD,CA,94541,999,72 HOUR MENTAL HEALTH,
-122.1012878,37.67529779,436726,19020392,ACSO,21700 PRINCETON ST,21743 PRINCETON ST,HAYWARD,CA,94541,999,OPERATING VEH WHICH HAS BEEN PROHIBITED BY CRT ORD,
-122.1012878,37.67529779,436726,19020392,ACSO,21700 PRINCETON ST,21743 PRINCETON ST,HAYWARD,CA,94541,999,DRIVE WHILE LIC SUSP DUI,
-122.1291596,37.67945138,436727,19020398,ACSO,BOCKMAN RD/ HESPERIAN BL,BOCKMAN RD/ HESPERIAN BL,SAN LORENZO,CA,94580,999,"DISPLAY,PRESENT REGISTRATION,LIC NOT ISSUED TO VEH",
-122.1270609,37.7026624,436728,19020390,ACSO,HESPERIAN BL/ SPRINGLAKE DR,HESPERIAN BL/ SPRINGLAKE DR,SAN LEANDRO,CA,94578,35A,POSSESS CONTROLLED SUBSTANCE,
-122.1270609,37.7026624,436728,19020390,ACSO,HESPERIAN BL/ SPRINGLAKE DR,HESPERIAN BL/ SPRINGLAKE DR,SAN LEANDRO,CA,94578,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.1270609,37.7026624,436728,19020390,ACSO,HESPERIAN BL/ SPRINGLAKE DR,HESPERIAN BL/ SPRINGLAKE DR,SAN LEANDRO,CA,94578,90Z,VIOLATION OF PROBATION MISDEMEANOR,
-122.0666734,37.71256405,436731,19020397,ACSO,5000 KEVIN CT,5014 KEVIN CT,CASTRO VALLEY,CA,94546,90C,DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,
-122.1008235,37.68830357,436735,19020405,ACSO,1200 SANDY BRIDGES LA,1201 SANDY BRIDGES LA,HAYWARD,CA,94541,26C,OBTAIN CREDIT/ETC:USE OTHERS ID,
-122.12216,37.70520753,436738,19020407,ACSO,1700 ORIOLE AV,1795 ORIOLE AV,SAN LEANDRO,CA,94578,90Z,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,
-122.1127964,37.69232814,436739,19020404,ACSO,1200 KENTWOOD LA,1200 KENTWOOD LA,SAN LORENZO,CA,94580,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,
-122.1127964,37.69232814,436739,19020404,ACSO,1200 KENTWOOD LA,1200 KENTWOOD LA,SAN LORENZO,CA,94580,200,ARSON:INHABITED STRUCTURE/PROPERTY,
-122.1127964,37.69232814,436739,19020404,ACSO,1200 KENTWOOD LA,1200 KENTWOOD LA,SAN LORENZO,CA,94580,13A,CRUELTY TO CHILD WITH POSSIBLE INJURY OR DEATH,
-122.0740664,37.70680537,436740,19020402,ACSO,19100 REDWOOD RD,19125 REDWOOD RD,CASTRO VALLEY,CA,94546,13A,EXHIBIT FIREARM,
-122.1003737,37.66566568,436741,19020408,ACSO,22500 AMADOR ST,22542 AMADOR ST,HAYWARD,CA,94541,35A,POSSESS CONTROLLED SUBSTANCE,
-122.0483907,37.67976606,436742,19020412,ACSO,3200 D ST,3269 D ST,HAYWARD,CA,94541,999,INCIDENT DEAD BODY,
-122.1000983,37.66443871,436743,19020413,ACSO,22700 INYO ST,22742 INYO ST,HAYWARD,CA,94541,35A,POSSESS CONTROLLED SUBSTANCE,
-122.0954099,37.68149346,436744,19020411,ACSO,21400 MISSION BL,21400 MISSION BL,HAYWARD,CA,94541,35A,POSSESS NARCOTIC CONTROLLED SUBSTANCE,
-122.0954099,37.68149346,436745,19020419,ACSO,21400 MISSION BL,21400 MISSION BL,HAYWARD,CA,94541,35A,POSSESS NARCOTIC CONTROLLED SUBSTANCE,
-122.1294406,37.68357971,436748,19020418,ACSO,15800 HESPERIAN BL,15840 HESPERIAN BL,SAN LORENZO,CA,94580,120,ROBBERY,
-122.0909563,37.69714919,436751,19020417,ACSO,20000 STANTON AV,20090 STANTON AV,CASTRO VALLEY,CA,94546,999,DEATH UNATTENDED / ATTENDED,
-122.0942205,37.663002,436755,19020422,ACSO,PALMER AV/ PARKHURST ST,PALMER AV/ PARKHURST ST,HAYWARD,CA,94541,280,APPROPRIATE LOST PROPERTY (UNDER $400),
-122.0942205,37.663002,436755,19020422,ACSO,PALMER AV/ PARKHURST ST,PALMER AV/ PARKHURST ST,HAYWARD,CA,94541,35A,POSSESS CONTROLLED SUBSTANCE,
-122.0942205,37.663002,436755,19020422,ACSO,PALMER AV/ PARKHURST ST,PALMER AV/ PARKHURST ST,HAYWARD,CA,94541,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.1165072,37.70139508,436756,19020423,ACSO,16000 MARCELLA ST,16000 MARCELLA ST,SAN LEANDRO,CA,94578,23F,BURGLARY - VEHICLE,
-122.0940162,37.68502568,436759,19020415,ACSO,21300 LOCUST ST,21391 LOCUST ST,HAYWARD,CA,94541,999,SUSPICIOUS CIRCUMSTANCES,
-122.0940162,37.68502568,436759,19020415,ACSO,21300 LOCUST ST,21391 LOCUST ST,HAYWARD,CA,94541,220,BURGLARY,
-122.0877225,37.68679942,436760,19020424,ACSO,21400 BEDFORD DR,21447 BEDFORD DR,CASTRO VALLEY,CA,94546,13A,FORCE OR ADW NOT FIREARM,
-122.0877225,37.68679942,436760,19020424,ACSO,21400 BEDFORD DR,21447 BEDFORD DR,CASTRO VALLEY,CA,94546,90C,DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,
-122.0812012,37.6955926,436761,19020425,ACSO,2900 CASTRO VALLEY BL,2920 CASTRO VALLEY BL,CASTRO VALLEY,CA,94546,120,ROBBERY,
-122.1095339,37.69382953,436763,19020426,ACSO,1500 166TH AV,1581 166TH AV,SAN LEANDRO,CA,94578,90E,DISORDERLY CONDUCT:ALCOHOL,
-122.1095339,37.69382953,436763,19020426,ACSO,1500 166TH AV,1581 166TH AV,SAN LEANDRO,CA,94578,90C,DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,
-122.132548,37.67936023,436765,19020428,ACSO,15900 VIA MEDIA,15960 VIA MEDIA,SAN LORENZO,CA,94580,90C,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG,
-122.1073504,37.68211115,436768,19020431,ACSO,19600 MEDFORD CI,19681 MEDFORD CI,HAYWARD,CA,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,
-122.0812012,37.6955926,436769,19020432,ACSO,2900 CASTRO VALLEY BL,2920 CASTRO VALLEY BL,CASTRO VALLEY,CA,94546,120,ROBBERY,
-122.0753825,37.68273392,436774,19020433,ACSO,1800 KNOX ST,1857 KNOX ST,CASTRO VALLEY,CA,94546,999,EVADE PEACE OFFICER W/ WANTON DISREGARD FOR SAFETY - FEL,
-122.0753825,37.68273392,436774,19020433,ACSO,1800 KNOX ST,1857 KNOX ST,CASTRO VALLEY,CA,94546,220,BURGLARY,
-122.0753825,37.68273392,436774,19020433,ACSO,1800 KNOX ST,1857 KNOX ST,CASTRO VALLEY,CA,94546,13A,EXHIBIT FIREARM,
-122.0753825,37.68273392,436774,19020433,ACSO,1800 KNOX ST,1857 KNOX ST,CASTRO VALLEY,CA,94546,26C,FALSE IDENTIFICATION TO SPECIFIC PEACE OFFICERS,
-122.0753825,37.68273392,436774,19020433,ACSO,1800 KNOX ST,1857 KNOX ST,CASTRO VALLEY,CA,94546,90Z,OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH,
-122.0753825,37.68273392,436774,19020433,ACSO,1800 KNOX ST,1857 KNOX ST,CASTRO VALLEY,CA,94546,520,CARRY CONCEALED WEAPON IN VEHICLE,
-122.0753825,37.68273392,436774,19020433,ACSO,1800 KNOX ST,1857 KNOX ST,CASTRO VALLEY,CA,94546,520,CARRY CONCEALED WEAPON UPON PERSON,
-122.0753825,37.68273392,436774,19020433,ACSO,1800 KNOX ST,1857 KNOX ST,CASTRO VALLEY,CA,94546,520,CARRY CONCEALED  STOLEN WEAPON,
-122.0753825,37.68273392,436774,19020433,ACSO,1800 KNOX ST,1857 KNOX ST,CASTRO VALLEY,CA,94546,90Z,DESTROY/CONCEAL EVIDENCE,
-122.0753825,37.68273392,436774,19020433,ACSO,1800 KNOX ST,1857 KNOX ST,CASTRO VALLEY,CA,94546,999,BENCH WARRANT/FAILURE TO APPEAR ON FELONY CHARGE,
-122.0753825,37.68273392,436774,19020433,ACSO,1800 KNOX ST,1857 KNOX ST,CASTRO VALLEY,CA,94546,999,BENCH WARRANT/FAILURE TO APPEAR ON FELONY CHARGE,
-122.0753825,37.68273392,436774,19020433,ACSO,1800 KNOX ST,1857 KNOX ST,CASTRO VALLEY,CA,94546,999,BENCH WARRANT/FAILURE TO APPEAR ON MISDEMEANOR CHARGE,
-122.0872729,37.69814592,436775,19020439,ACSO,20100 LAKE CHABOT RD,20103 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,999,72 HOUR MENTAL HEALTH,
-122.0872729,37.69814592,436778,19020436,ACSO,20100 LAKE CHABOT RD,20103 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,999,SUSPICIOUS CIRCUMSTANCES,
-122.1124541,37.69285843,436782,19020441,ACSO,1300 KENTWOOD LA,1300 KENTWOOD LA,SAN LEANDRO,CA,94578,90C,DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,
-122.0736291,37.68482304,436784,19020434,ACSO,22300 REDWOOD RD,22317 REDWOOD RD,CASTRO VALLEY,CA,94546,120,ROBBERY,
-122.1144872,37.69539818,436786,19020447,ACSO,16300 E 14TH ST,16310 E 14TH ST,SAN LEANDRO,CA,94578,90E,DISORDERLY CONDUCT:ALCOHOL,
-122.0870497,37.6939621,436790,19020456,ACSO,2700 CASTRO VALLEY BL,2723 CASTRO VALLEY BL,CASTRO VALLEY,CA,94546,23F,BURGLARY - VEHICLE,
-122.0972462,37.66912877,436796,19020466,ACSO,22400 PRINCETON ST,22491 PRINCETON ST,HAYWARD,CA,94541,23A,PETTY THEFT,
-122.1379687,37.68087923,436797,19020462,ACSO,15700 LORENZO AV,15701 LORENZO AV,SAN LORENZO,CA,94580,999,INCIDENT REPORT,
-122.0894374,37.67438884,436800,19020449,ACSO,W BLOSSOM WY/ MEEKLAND AV,W BLOSSOM WY/ MEEKLAND AV,HAYWARD,CA,94541,35A,POSSESS CONTROLLED SUBSTANCE - FELONY,
-122.0894374,37.67438884,436801,19020451,ACSO,W BLOSSOM WY/ MEEKLAND AV,W BLOSSOM WY/ MEEKLAND AV,HAYWARD,CA,94541,90J,TRESPASS:OCCUPY PROPERTY W/O CONSENT,
-122.0894374,37.67438884,436802,19020452,ACSO,W BLOSSOM WY/ MEEKLAND AV,W BLOSSOM WY/ MEEKLAND AV,HAYWARD,CA,94541,35A,POSSESS CONTROLLED SUBSTANCE,
-122.0894374,37.67438884,436802,19020452,ACSO,W BLOSSOM WY/ MEEKLAND AV,W BLOSSOM WY/ MEEKLAND AV,HAYWARD,CA,94541,90J,TRESPASS:RAILROAD PROPERTY,
-122.0894374,37.67438884,436802,19020452,ACSO,W BLOSSOM WY/ MEEKLAND AV,W BLOSSOM WY/ MEEKLAND AV,HAYWARD,CA,94541,90J,TRESPASS:RAILROAD PROPERTY,
-122.0894374,37.67438884,436802,19020452,ACSO,W BLOSSOM WY/ MEEKLAND AV,W BLOSSOM WY/ MEEKLAND AV,HAYWARD,CA,94541,999,ARREST WARRANT - MISD,
-122.0894374,37.67438884,436803,19020454,ACSO,W BLOSSOM WY/ MEEKLAND AV,W BLOSSOM WY/ MEEKLAND AV,HAYWARD,CA,94541,90J,TRESPASS:REFUSE TO LEAVE PROPERTY:PEACE OFFICER REQUEST,
-122.0894374,37.67438884,436803,19020454,ACSO,W BLOSSOM WY/ MEEKLAND AV,W BLOSSOM WY/ MEEKLAND AV,HAYWARD,CA,94541,90Z,VIOLATION OF PROBATION MISDEMEANOR,
-122.0894374,37.67438884,436804,19020457,ACSO,W BLOSSOM WY/ MEEKLAND AV,W BLOSSOM WY/ MEEKLAND AV,HAYWARD,CA,94541,90J,TRESPASS:OCCUPY PROPERTY W/O CONSENT,
-122.0894374,37.67438884,436804,19020457,ACSO,W BLOSSOM WY/ MEEKLAND AV,W BLOSSOM WY/ MEEKLAND AV,HAYWARD,CA,94541,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.1024042,37.70261015,436805,19020471,ACSO,2500 MIRAMAR AV,2500 MIRAMAR AV,SAN LEANDRO,CA,94546,90Z,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,
-122.1220103,37.68670673,436808,19020470,ACSO,0 E LEWELLING BL,50 E LEWELLING BL,SAN LORENZO,CA,94580,90C,DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,
-122.0894506,37.6743938,436810,19020446,ACSO,GROVE WY/ OCEAN VIEW DR,GROVE WY/ OCEAN VIEW DR,HAYWARD,CA,94541,999,72 HOUR MENTAL HEALTH,
-122.0894506,37.6743938,436810,19020446,ACSO,GROVE WY/ OCEAN VIEW DR,GROVE WY/ OCEAN VIEW DR,HAYWARD,CA,94541,90Z,OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH,
-122.0894506,37.6743938,436810,19020446,ACSO,GROVE WY/ OCEAN VIEW DR,GROVE WY/ OCEAN VIEW DR,HAYWARD,CA,94541,999,OUTSIDE WARRANT-FEL,
-122.0894506,37.6743938,436812,19020475,ACSO,A ST/ FLAGG ST,A ST/ FLAGG ST,HAYWARD,CA,94541,999,OUTSIDE WARRANT-MISD,
